88.9150331;109.3071549;93.90406629;99.99043894;44.58770955;48.04910087
92.83541001;110.7790584;104.6662763;86.12095169;44.9805567;42.7013175
70.31263774;91.8133426;90.49159669;103.7647396;31.88730726;37.02067726
94.51207486;87.30236257;83.34269549;106.4338451;39.13295596;38.30513843
102.2821041;92.08832833;98.82572865;125.2231985;45.96541213;36.00823685
95.47231937;108.1290409;101.1704174;105.7044417;41.36750714;41.37074949
105.8282012;92.80274778;97.75243396;94.53873443;36.40408532;45.33461389
91.58007995;73.39946276;118.767787;101.7441721;32.03260813;34.26718205
112.2044412;93.2188075;105.0224116;110.4511855;39.521051;33.53125531
92.37179509;87.22141754;96.80585461;105.087611;40.61238097;35.08780093
92.10192527;127.6944775;107.4664968;88.47590632;42.58559339;32.25969077
97.50458528;118.8035301;96.61123411;99.13794682;34.70017428;37.23724613
71.24104993;94.50051291;83.78557393;97.7492962;44.70363375;42.9007515
95.37974418;97.16850425;77.46563167;100.1396074;32.51591362;34.42017725
114.9182142;98.32568847;102.0651328;105.0337121;33.78906068;37.0166391
103.9435463;100.2543857;96.60960839;86.01597326;39.19987658;37.08490577
